Fiscal_Year,Province_Territory,Age_Group,Sex,Number_of_Discharges,Total_Length_of_Stay_Days,Average_Length_of_Stay_Days
1995–1996,Newfoundland and Labrador,25–29,Male,980.0,4946.0,5.0
1995–1996,Newfoundland and Labrador,30–34,All,4837.0,22764.0,4.7
1995–1996,Newfoundland and Labrador,30–34,Female,3755.0,17276.0,4.6
1995–1996,Newfoundland and Labrador,30–34,Male,1082.0,5488.0,5.1
1995–1996,Newfoundland and Labrador,35–39,All,3803.0,21362.0,5.6
1995–1996,Newfoundland and Labrador,35–39,Female,2472.0,13271.0,5.4
1995–1996,Newfoundland and Labrador,35–39,Male,1331.0,8091.0,6.1
1995–1996,Newfoundland and Labrador,40–44,All,3807.0,24183.0,6.4
1995–1996,Newfoundland and Labrador,40–44,Female,2137.0,13044.0,6.1
1995–1996,Newfoundland and Labrador,40–44,Male,1670.0,11139.0,6.7
1995–1996,Newfoundland and Labrador,45–49,All,4053.0,25844.0,6.4
1995–1996,Newfoundland and Labrador,45–49,Female,2166.0,13963.0,6.4
1995–1996,Newfoundland and Labrador,45–49,Male,1887.0,11881.0,6.3
1995–1996,Newfoundland and Labrador,50–54,All,3607.0,25840.0,7.2
1995–1996,Newfoundland and Labrador,50–54,Female,1793.0,12289.0,6.9
1995–1996,Newfoundland and Labrador,50–54,Male,1814.0,13551.0,7.5
1995–1996,Newfoundland and Labrador,55–59,All,3662.0,29746.0,8.1
1995–1996,Newfoundland and Labrador,55–59,Female,1712.0,13759.0,8.0
1995–1996,Newfoundland and Labrador,55–59,Male,1950.0,15987.0,8.2
1995–1996,Newfoundland and Labrador,60–64,All,4147.0,39689.0,9.6
1995–1996,Newfoundland and Labrador,60–64,Female,1890.0,17481.0,9.3
1995–1996,Newfoundland and Labrador,60–64,Male,2257.0,22208.0,9.8
1995–1996,Newfoundland and Labrador,65–69,All,5010.0,46860.0,9.4
1995–1996,Newfoundland and Labrador,65–69,Female,2351.0,21802.0,9.3
1995–1996,Newfoundland and Labrador,65–69,Male,2659.0,25058.0,9.4
1995–1996,Newfoundland and Labrador,70–74,All,5182.0,51239.0,9.9
1995–1996,Newfoundland and Labrador,70–74,Female,2341.0,24233.0,10.4
1995–1996,Newfoundland and Labrador,70–74,Male,2841.0,27006.0,9.5
1995–1996,Newfoundland and Labrador,75–79,All,5052.0,62780.0,12.4
1995–1996,Newfoundland and Labrador,75–79,Female,2477.0,36151.0,14.6
1995–1996,Newfoundland and Labrador,75–79,Male,2575.0,26629.0,10.3
1995–1996,Newfoundland and Labrador,80–84,All,3549.0,47186.0,13.3
1995–1996,Newfoundland and Labrador,80–84,Female,1873.0,25482.0,13.6
1995–1996,Newfoundland and Labrador,80–84,Male,1676.0,21704.0,12.9
1995–1996,Newfoundland and Labrador,85–89,All,1804.0,27787.0,15.4
1995–1996,Newfoundland and Labrador,85–89,Female,991.0,17771.0,17.9
1995–1996,Newfoundland and Labrador,85–89,Male,813.0,10016.0,12.3
1995–1996,Newfoundland and Labrador,90+,All,692.0,10727.0,15.5
1995–1996,Newfoundland and Labrador,90+,Female,451.0,7586.0,16.8
1995–1996,Newfoundland and Labrador,90+,Male,241.0,3141.0,13.0
1995–1996,Newfoundland and Labrador,All,All,69426.0,527462.0,7.6
1995–1996,Newfoundland and Labrador,All,Female,39527.0,290755.0,7.4
1995–1996,Newfoundland and Labrador,All,Male,29899.0,236699.0,7.9
1995–1996,Prince Edward Island,00<01,All,492.0,2151.0,4.4
1995–1996,Prince Edward Island,00<01,Female,212.0,957.0,4.5
1995–1996,Prince Edward Island,00<01,Male,280.0,1194.0,4.3
1995–1996,Prince Edward Island,01–04,All,729.0,1785.0,2.4
1995–1996,Prince Edward Island,01–04,Female,304.0,856.0,2.8
1995–1996,Prince Edward Island,01–04,Male,425.0,929.0,2.2
1995–1996,Prince Edward Island,05–09,All,534.0,1363.0,2.6
1995–1996,Prince Edward Island,05–09,Female,257.0,706.0,2.7
1995–1996,Prince Edward Island,05–09,Male,277.0,657.0,2.4
1995–1996,Prince Edward Island,10–14,All,484.0,1443.0,3.0
1995–1996,Prince Edward Island,10–14,Female,233.0,636.0,2.7
1995–1996,Prince Edward Island,10–14,Male,251.0,807.0,3.2
1995–1996,Prince Edward Island,15–19,All,845.0,4272.0,5.1
1995–1996,Prince Edward Island,15–19,Female,578.0,2836.0,4.9
1995–1996,Prince Edward Island,15–19,Male,267.0,1436.0,5.4
1995–1996,Prince Edward Island,20–24,All,1002.0,4229.0,4.2
1995–1996,Prince Edward Island,20–24,Female,790.0,3225.0,4.1
1995–1996,Prince Edward Island,20–24,Male,212.0,1004.0,4.7
1995–1996,Prince Edward Island,25–29,All,1349.0,7007.0,5.2
1995–1996,Prince Edward Island,25–29,Female,1108.0,5499.0,5.0
1995–1996,Prince Edward Island,25–29,Male,241.0,1508.0,6.3
1995–1996,Prince Edward Island,30–34,All,1310.0,7465.0,5.7
1995–1996,Prince Edward Island,30–34,Female,1011.0,5587.0,5.5
1995–1996,Prince Edward Island,30–34,Male,299.0,1878.0,6.3
1995–1996,Prince Edward Island,35–39,All,1039.0,7686.0,7.4
1995–1996,Prince Edward Island,35–39,Female,682.0,4930.0,7.2
1995–1996,Prince Edward Island,35–39,Male,357.0,2756.0,7.7
1995–1996,Prince Edward Island,40–44,All,858.0,6587.0,7.7
1995–1996,Prince Edward Island,40–44,Female,494.0,4158.0,8.4
1995–1996,Prince Edward Island,40–44,Male,364.0,2429.0,6.7
1995–1996,Prince Edward Island,45–49,All,929.0,6800.0,7.3
1995–1996,Prince Edward Island,45–49,Female,509.0,3808.0,7.5
1995–1996,Prince Edward Island,45–49,Male,420.0,2992.0,7.1
1995–1996,Prince Edward Island,50–54,All,814.0,6255.0,7.7
1995–1996,Prince Edward Island,50–54,Female,408.0,3474.0,8.5
1995–1996,Prince Edward Island,50–54,Male,406.0,2781.0,6.8
1995–1996,Prince Edward Island,55–59,All,843.0,6435.0,7.6
1995–1996,Prince Edward Island,55–59,Female,409.0,3405.0,8.3
1995–1996,Prince Edward Island,55–59,Male,434.0,3030.0,7.0
1995–1996,Prince Edward Island,60–64,All,1012.0,8606.0,8.5
1995–1996,Prince Edward Island,60–64,Female,473.0,4139.0,8.8
1995–1996,Prince Edward Island,60–64,Male,539.0,4467.0,8.3
1995–1996,Prince Edward Island,65–69,All,1150.0,10824.0,9.4
1995–1996,Prince Edward Island,65–69,Female,506.0,4835.0,9.6
1995–1996,Prince Edward Island,65–69,Male,644.0,5989.0,9.3
1995–1996,Prince Edward Island,70–74,All,1366.0,13940.0,10.2
1995–1996,Prince Edward Island,70–74,Female,665.0,7202.0,10.8
1995–1996,Prince Edward Island,70–74,Male,701.0,6738.0,9.6
1995–1996,Prince Edward Island,75–79,All,1385.0,15160.0,10.9
1995–1996,Prince Edward Island,75–79,Female,693.0,7707.0,11.1
1995–1996,Prince Edward Island,75–79,Male,692.0,7453.0,10.8
1995–1996,Prince Edward Island,80–84,All,1408.0,16689.0,11.9
1995–1996,Prince Edward Island,80–84,Female,801.0,10202.0,12.7
1995–1996,Prince Edward Island,80–84,Male,607.0,6487.0,10.7
1995–1996,Prince Edward Island,85–89,All,687.0,7878.0,11.5
1995–1996,Prince Edward Island,85–89,Female,405.0,4657.0,11.5
1995–1996,Prince Edward Island,85–89,Male,282.0,3221.0,11.4
1995–1996,Prince Edward Island,90+,All,358.0,4652.0,13.0
1995–1996,Prince Edward Island,90+,Female,254.0,3559.0,14.0
1995–1996,Prince Edward Island,90+,Male,104.0,1093.0,10.5
1995–1996,Prince Edward Island,All,All,18594.0,141227.0,7.6
1995–1996,Prince Edward Island,All,Female,10792.0,82378.0,7.6
1995–1996,Prince Edward Island,All,Male,7802.0,58849.0,7.5
1995–1996,Nova Scotia,00<01,All,2306.0,16086.0,7.0
1995–1996,Nova Scotia,00<01,Female,961.0,7457.0,7.8
1995–1996,Nova Scotia,00<01,Male,1345.0,8629.0,6.4
1995–1996,Nova Scotia,01–04,All,3174.0,10183.0,3.2
1995–1996,Nova Scotia,01–04,Female,1278.0,4270.0,3.3
1995–1996,Nova Scotia,01–04,Male,1896.0,5913.0,3.1
1995–1996,Nova Scotia,05–09,All,2639.0,10902.0,4.1
1995–1996,Nova Scotia,05–09,Female,1170.0,4786.0,4.1
1995–1996,Nova Scotia,05–09,Male,1469.0,6116.0,4.2
1995–1996,Nova Scotia,10–14,All,2381.0,12188.0,5.1
1995–1996,Nova Scotia,10–14,Female,1144.0,6097.0,5.3
1995–1996,Nova Scotia,10–14,Male,1237.0,6091.0,4.9
1995–1996,Nova Scotia,15–19,All,4179.0,17426.0,4.2
1995–1996,Nova Scotia,15–19,Female,2844.0,11332.0,4.0
1995–1996,Nova Scotia,15–19,Male,1335.0,6094.0,4.6
1995–1996,Nova Scotia,20–24,All,6013.0,25060.0,4.2
1995–1996,Nova Scotia,20–24,Female,4785.0,17359.0,3.6
1995–1996,Nova Scotia,20–24,Male,1228.0,7701.0,6.3
1995–1996,Nova Scotia,25–29,All,7589.0,32058.0,4.2
1995–1996,Nova Scotia,25–29,Female,6228.0,24861.0,4.0
1995–1996,Nova Scotia,25–29,Male,1361.0,7197.0,5.3
1995–1996,Nova Scotia,30–34,All,8023.0,38571.0,4.8
1995–1996,Nova Scotia,30–34,Female,6250.0,26625.0,4.3
1995–1996,Nova Scotia,30–34,Male,1773.0,11943.0,6.7
1995–1996,Nova Scotia,35–39,All,6176.0,34176.0,5.5
1995–1996,Nova Scotia,35–39,Female,4039.0,21848.0,5.4
1995–1996,Nova Scotia,35–39,Male,2137.0,12328.0,5.8
1995–1996,Nova Scotia,40–44,All,5515.0,34729.0,6.3
1995–1996,Nova Scotia,40–44,Female,3112.0,18887.0,6.1
1995–1996,Nova Scotia,40–44,Male,2403.0,15842.0,6.6
1995–1996,Nova Scotia,45–49,All,6194.0,40170.0,6.5
1995–1996,Nova Scotia,45–49,Female,3167.0,20264.0,6.4
1995–1996,Nova Scotia,45–49,Male,3027.0,19906.0,6.6
1995–1996,Nova Scotia,50–54,All,5909.0,40370.0,6.8
1995–1996,Nova Scotia,50–54,Female,2820.0,19399.0,6.9
1995–1996,Nova Scotia,50–54,Male,3089.0,20971.0,6.8
1995–1996,Nova Scotia,55–59,All,5963.0,44133.0,7.4
1995–1996,Nova Scotia,55–59,Female,2773.0,20894.0,7.5
1995–1996,Nova Scotia,55–59,Male,3190.0,23239.0,7.3
1995–1996,Nova Scotia,60–64,All,7307.0,59283.0,8.1
1995–1996,Nova Scotia,60–64,Female,3317.0,26943.0,8.1
1995–1996,Nova Scotia,60–64,Male,3990.0,32340.0,8.1
1995–1996,Nova Scotia,65–69,All,8762.0,75359.0,8.6
1995–1996,Nova Scotia,65–69,Female,4144.0,37281.0,9.0
1995–1996,Nova Scotia,65–69,Male,4618.0,38078.0,8.2
1995–1996,Nova Scotia,70–74,All,9874.0,94349.0,9.6
1995–1996,Nova Scotia,70–74,Female,4734.0,47379.0,10.0
1995–1996,Nova Scotia,70–74,Male,5140.0,46970.0,9.1
1995–1996,Nova Scotia,75–79,All,9546.0,100304.0,10.5
1995–1996,Nova Scotia,75–79,Female,4926.0,55947.0,11.4
1995–1996,Nova Scotia,75–79,Male,4620.0,44357.0,9.6
1995–1996,Nova Scotia,80–84,All,7445.0,83800.0,11.3
1995–1996,Nova Scotia,80–84,Female,4073.0,47900.0,11.8
1995–1996,Nova Scotia,80–84,Male,3372.0,35900.0,10.6
1995–1996,Nova Scotia,85–89,All,3977.0,47998.0,12.1
1995–1996,Nova Scotia,85–89,Female,2367.0,30267.0,12.8
1995–1996,Nova Scotia,85–89,Male,1610.0,17731.0,11.0
1995–1996,Nova Scotia,90+,All,1981.0,24295.0,12.3
1995–1996,Nova Scotia,90+,Female,1340.0,17149.0,12.8
